a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|<li class="" htag="li"><span class="x">a man/horse/unit</span></li>;<li class="" htag="li"><span class="x">an aunt/egg/hour/X-ray</span></li>;<li class="" htag="li"><span class="x">I can only carry two at a time.</span></li>;<li class="" htag="li"><span class="x">There's a visitor for you.</span></li>;<li class="" htag="li"><span class="x">She's a friend of my father's <span class="gloss" hclass="gloss" htag="span">(= one of my father's friends)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
favour_2|favour|verb|B2|to prefer one system, plan, way of doing something, etc. to another|/ˈfeɪvə(r)/|/ˈfeɪvər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favour__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favour__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">favour something</span> <span class="x">Many countries favour a presidential system of government.</span></li>;<li class="" htag="li"><span class="x">It’s a resort favoured by families with young children.</span></li>;<li class="" htag="li"><span class="x">Another solution, which I strongly favour, is lower taxes for everyone. </span></li>;<li class="" htag="li"><span class="x">With make-up I favour a minimalist approach.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">favour something over something</span> <span class="x">She favours hugs over handshakes. </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">favour doing something</span> <span class="x">Most patients favour seeing the same GP for all their health needs.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/favour_2
favourite_2|favourite|adjective|A1|liked more than others of the same kind|/ˈfeɪvərɪt/|/ˈfeɪvərɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favourite__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favourite__us_2_rr.mp3|<li class="" htag="li"><span class="x">It's one of my favourite movies.</span></li>;<li class="" htag="li"><span class="x">What is your <span class="cl">all-time favourite</span> song?</span></li>;<li class="" htag="li"><span class="x">Who is your favourite writer?</span></li>;<li class="" htag="li"><span class="x">January is my least favourite month.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/favourite_2
favourite_3|favourite|noun|A1|a person or thing that you like more than the others of the same type|/ˈfeɪvərɪt/|/ˈfeɪvərɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fav/favou/favourite__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fav/favou/favourite__us_2_rr.mp3|<li class="" htag="li"><span class="x">Which one's your favourite?</span></li>;<li class="" htag="li"><span class="x">The band played all my <span class="cl">old favourites</span>.</span></li>;<li class="" htag="li"><span class="x">One of my <span class="cl">personal favourites</span> is a movie that should please every age group.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">favourite of somebody's</span> <span class="x">This song is a particular favourite of mine.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">favourite with somebody</span> <span class="x">The programme has become a <span class="cl">firm favourite</span> with young people.</span></li>;<li class="" htag="li"><span class="x">These biscuits are great favourites with the children.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/favourite_3
fear_1|fear|noun|A2|the bad feeling that you have when you are in danger or when a particular thing frightens you|/fɪə(r)/|/fɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/fear_/fear__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/fear_/fear__us_1.mp3|<li class="" htag="li"><span class="x">Her eyes showed no fear.</span></li>;<li class="" htag="li"><span class="x">The child was shaking with fear.</span></li>;<li class="" htag="li"><span class="x">I suddenly felt <span class="cl">gripped by fear</span>.</span></li>;<li class="" htag="li"><span class="x">She nearly went crazy with <span class="cl">fear and anxiety</span>.</span></li>;<li class="" htag="li"><span class="x">The attacks created a <span class="cl">climate of fear</span>.</span></li>;<li class="" htag="li"><span class="x">Terror attacks are a tool to <span class="cl">instil fear</span> in the public.</span></li>;<li class="" htag="li"><span class="x">He managed to overcome his fears.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fear of somebody/something</span> <span class="x"><span class="cl">Fear of crime</span> can affect people's lives.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in fear of somebody/something</span> <span class="x">We lived <span class="cl">in constant fear of</span> losing our jobs.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">without fear of somebody/something</span> <span class="x">Women should be able to work without fear of harassment.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fear_1
fear_2|fear|verb|B1|to be frightened of somebody/something or frightened of doing something|/fɪə(r)/|/fɪr/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/fear_/fear__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/fear_/fear__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fear somebody/something</span> <span class="x">All his employees fear him.</span></li>;<li class="" htag="li"><span class="x">They have <span class="cl">reason to fear </span>the police.</span></li>;<li class="" htag="li"><span class="x">to fear death/persecution/the unknown</span></li>;<li class="" htag="li"><span class="x">Everyone feared the coming war.</span></li>;<li class="" htag="li"><span class="x">propaganda designed to make us <span class="cl">hate and fear</span> the enemy</span></li>;<li class="" htag="li"><span class="x">Don't worry, you have <span class="cl">nothing to fear from</span> us.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fear to do something</span> <span class="labels" hclass="labels" htag="span">(formal)</span> <span class="x">She feared to tell him the truth.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fear doing something</span> <span class="labels" hclass="labels" htag="span">(formal)</span> <span class="x">She feared going out at night.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fear_2
feather_1|feather|noun|B2|one of the many soft light parts covering a bird’s body|/ˈfeðə(r)/|/ˈfeðər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/feath/feather__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/feath/feather__us_2.mp3|<li class="" htag="li"><span class="x">a peacock feather</span></li>;<li class="" htag="li"><span class="x">tail/flight/wing feathers</span></li>;<li class="" htag="li"><span class="x">a feather pillow <span class="gloss" hclass="gloss" htag="span">(= one containing feathers)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feather_1
feature_1|feature|noun|A2|something important, interesting or typical of a place or thing|/ˈfiːtʃə(r)/|/ˈfiːtʃər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/featu/feature__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/featu/feature__us_2.mp3|<li class="" htag="li"><span class="x">An interesting feature of the city is the old market.</span></li>;<li class="" htag="li"><span class="x">geographical features</span></li>;<li class="" htag="li"><span class="x">Teamwork is a <span class="cl">key feature</span> of the training programme.</span></li>;<li class="" htag="li"><span class="x">I've added some <span class="cl">new features</span> to my website.</span></li>;<li class="" htag="li"><span class="x">new <span class="cl">safety/security features</span></span></li>;<li class="" htag="li"><span class="x">There are a number of <span class="cl">special features</span> included on the disc.</span></li>;<li class="" htag="li"><span class="x">The main bonus feature on the DVD is a lengthy interview with the director. </span></li>;<li class="" htag="li"><span class="x">The most distinctive feature of this track is the trumpet sound.</span></li>;<li class="" htag="li"><span class="x">The one <span class="cl">redeeming feature</span> <span class="gloss" hclass="gloss" htag="span">(= good thing about it)</span> of the plan was its low cost.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feature_1
feature_2|feature|verb|B1|to include a particular person or thing as a special feature|/ˈfiːtʃə(r)/|/ˈfiːtʃər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fea/featu/feature__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fea/featu/feature__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feature somebody/something as somebody/something</span> <span class="x">The film features Cary Grant as a professor.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feature somebody/something</span> <span class="x">The latest model features alloy wheels and an electronic alarm.</span></li>;<li class="" htag="li"><span class="x">a new Star Wars movie featuring the original actors</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">be featured in/on something</span> <span class="x">The actress was featured on the cover of Time magazine last month. </span></li>;<li class="" htag="li"><span class="x">Many of the hotels featured in the brochure offer special deals for weekend breaks.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feature_2
february|February|noun|A1|the 2nd month of the year, between January and March|/ˈfebruəri/|/ˈfebrueri/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/feb/febru/february__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/feb/febru/february__us_1_rr.mp3|<li class="" htag="li"><span class="x">She was born in February.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(British English)</span> <span class="x">The meeting is on the fifth of February/February the fifth.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(North American English)</span> <span class="x">The meeting is on February fifth.</span></li>;<li class="" htag="li"><span class="x">We went to Japan last February.</span></li>;<li class="" htag="li"><span class="x">I arrived at the end of February.</span></li>;<li class="" htag="li"><span class="x">last February's election</span></li>;<li class="" htag="li"><span class="x">It was a cold February morning.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/february
fee|fee|noun|B2|an amount of money that you pay for professional advice or services|/fiː/|/fiː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/fee__/fee__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/fee__/fee__us_1.mp3|<li class="" htag="li"><span class="x">Employees are reimbursed for any <span class="cl">legal fees</span> incurred when they relocate.</span></li>;<li class="" htag="li"><span class="x">fee-paying schools <span class="gloss" hclass="gloss" htag="span">(= that you have to pay to go to)</span></span></li>;<li class="" htag="li"><span class="x">The <span class="cl">school fees</span> are expected to rise again next year. </span></li>;<li class="" htag="li"><span class="x">Students take out loans to cover <span class="cl">tuition fees</span>. </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">fee for something</span> <span class="x">Customers <span class="cl">pay an</span> annual <span class="cl">fee</span> for the service.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">fee for doing something</span> <span class="x">Does the bank <span class="cl">charge a fee</span> for setting up the account?</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">for a fee</span> <span class="x">Users can block ads for a small <span class="cl">monthly fee</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fee
feed_2|feed|noun|B2|a meal of milk for a young baby; a meal for an animal|/fiːd/|/fiːd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feed_/feed__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feed_/feed__us_1.mp3|<li class="" htag="li"><span class="x">her morning feed</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feed_2
feed_1|feed|verb|A2|to give food to a person or an animal|/fiːd/|/fiːd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feed_/feed__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feed_/feed__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feed somebody/something/yourself</span> <span class="x">Have you fed the cat yet?</span></li>;<li class="" htag="li"><span class="x">The baby can't feed itself yet <span class="gloss" hclass="gloss" htag="span">(= can't put food into its own mouth)</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feed somebody/something sth</span> <span class="x">It's important to feed children a well-balanced diet. </span></li>;<li class="" htag="li"><span class="x">He has to be fed liquids through a tube in his stomach. </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">feed somebody/something (on) something</span> <span class="x">The cattle are fed (on) barley.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feed something to somebody/something</span> <span class="x">The barley is fed to the cattle.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feed somebody/something with something</span> <span class="x">The animals are fed with hay and grass.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feed_1
feedback|feedback|noun|B2|advice, criticism or information about how good or useful something or somebody’s work is|/ˈfiːdbæk/|/ˈfiːdbæk/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feedb/feedback__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feedb/feedback__us_2.mp3|<li class="" htag="li"><span class="x">customer/user feedback</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">provide/give feedback</span></span></li>;<li class="" htag="li"><span class="x">to <span class="cl">receive/get feedback</span></span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feedback on something</span> <span class="x">I'd appreciate some feedback on my work.</span></li>;<li class="" htag="li"><span class="x">The teacher will <span class="cl">give you feedback</span> on the test.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feedback about something</span> <span class="x">I've heard loads of good feedback about this site. </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">feedback from somebody</span> <span class="x">We need both <span class="cl">positive</span> and <span class="cl">negative feedback</span> from our customers.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feedback
feeding|feeding|noun|D|the act of giving food to a person, an animal or a plant|/ˈfiːdɪŋ/|/ˈfiːdɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feedi/feeding__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feedi/feeding__us_1.mp3|<li class="" htag="li"><span class="x">breast/bottle feeding</span></li>;<li class="" htag="li"><span class="x">The cubs' <span class="cl">feeding time</span> at the zoo is 2 p.m.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feeding
feel_2|feel|noun|B2|the feeling you get when you touch something or are touched|/fiːl/|/fiːl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feel_/feel__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feel_/feel__us_1.mp3|<li class="" htag="li"><span class="x">You can tell it's silk by the feel.</span></li>;<li class="" htag="li"><span class="x">The model has the <span class="cl">look and feel</span> of wood.</span></li>;<li class="" htag="li"><span class="x">She loved the feel of the sun on her skin.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feel_2
feel_1|feel|verb|A1|to experience a particular feeling or emotion|/fiːl/|/fiːl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feel_/feel__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feel_/feel__us_1.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">+ adj.</span> <span class="x">The bus ride made me <span class="cl">feel sick</span>.</span></li>;<li class="" htag="li"><span class="x">Are you <span class="cl">feeling comfortable</span>?</span></li>;<li class="" htag="li"><span class="x">She sounded more confident than she felt.</span></li>;<li class="" htag="li"><span class="x">I was <span class="cl">feeling guilty</span>.</span></li>;<li class="" htag="li"><span class="x">You'll <span class="cl">feel better</span> after a good night's sleep.</span></li>;<li class="" htag="li"><span class="x">I <span class="cl">feel sorry</span> for him.</span></li>;<li class="" htag="li"><span class="x">I <span class="cl">feel bad</span> about leaving you like this.</span></li>;<li class="" htag="li"><span class="x">She felt betrayed.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">+ adv./prep.</span> <span class="x">How are you feeling today?</span></li>;<li class="" htag="li"><span class="x">I know exactly how you feel <span class="gloss" hclass="gloss" htag="span">(= I feel sympathy for you)</span>.</span></li>;<li class="" htag="li"><span class="x">We all <span class="cl">felt the same way</span>.</span></li>;<li class="" htag="li"><span class="x">Luckily I was feeling in a good mood.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feel something</span> <span class="x">I <span class="cl">felt the need</span> to explain.</span></li>;<li class="" htag="li"><span class="x">I felt a sense of relief.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feel like something</span> <span class="x">I felt like a complete idiot.</span></li>;<li class="" htag="li"><span class="x">She made me feel like a child by doing everything for me.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feel as if/though…</span> <span class="x">I feel as if nobody cares.</span></li>;<li class="" htag="li"><span class="x">She felt as though she was going to cry.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">feel + noun</span> <span class="x">to <span class="cl">feel an idiot/a fool</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feel_1
feeling|feeling|noun|A1|something that you feel through the mind or through the senses|/ˈfiːlɪŋ/|/ˈfiːlɪŋ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fee/feeli/feeling__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fee/feeli/feeling__us_2.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">a feeling of something</span> <span class="x">a <span class="cl">feeling of guilt/helplessness/anger/sadness</span></span></li>;<li class="" htag="li"><span class="x">He struggled with <span class="cl">feelings of isolation</span> and loneliness.</span></li>;<li class="" htag="li"><span class="x">You might experience feelings of dizziness and nausea.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">strange/horrible feeling</span></span></li>;<li class="" htag="li"><span class="x">You need to stop having these guilty feelings.</span></li>;<li class="" htag="li"><span class="x">I've got a tight feeling in my stomach.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(informal)</span> <span class="x">‘I really resent the way he treated me.’ ‘<span class="cl">I know the feeling</span> <span class="gloss" hclass="gloss" htag="span">(= I know how you feel)</span>.’</span></li>;<li class="" htag="li"><span class="x">‘I'm going to miss you.’ ‘<span class="cl">The feeling's mutual</span> <span class="gloss" hclass="gloss" htag="span">(= I feel exactly the same)</span>.’</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/feeling
fellow_1|fellow|adjective|B2|used to describe somebody who is the same as you in some way, or in the same situation|/ˈfeləʊ/|/ˈfeləʊ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fel/fello/fellow__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fel/fello/fellow__us_4.mp3|<li class="" htag="li"><span class="x"><span class="cl">fellow citizens/students</span></span></li>;<li class="" htag="li"><span class="x">my fellow passengers on the train</span></li>;<li class="" htag="li"><span class="x">From the outset of his illness, he has been driven to help fellow sufferers.</span></li>;<li class="" htag="li"><span class="x">Thousands of their <span class="cl">fellow countrymen</span> are dead.</span></li>;<li class="" htag="li"><span class="x">We sometimes appear to care more for animals than for our fellow human beings.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fellow_1
female_1|female|adjective|A2|being a woman or a girl|/ˈfiːmeɪl/|/ˈfiːmeɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fem/femal/female__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fem/femal/female__us_2.mp3|<li class="" htag="li"><span class="x">a female student/employee/artist/athlete</span></li>;<li class="" htag="li"><span class="x">She has written brilliant roles for strong <span class="cl">female characters</span>. </span></li>;<li class="" htag="li"><span class="x">a predominantly female audience </span></li>;<li class="" htag="li"><span class="x">Two of the candidates must be female.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/female_1
female_2|female|noun|A2|an animal that can lay eggs or give birth to babies; a plant that can produce fruit|/ˈfiːmeɪl/|/ˈfiːmeɪl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fem/femal/female__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fem/femal/female__us_2.mp3|<li class="" htag="li"><span class="x">One adult female can lay 400 to 500 eggs. </span></li>;<li class="" htag="li"><span class="x">Females may mate with a number of males. </span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/female_2
fence_1|fence|noun|B1|a structure made of wood or wire supported with posts that is put between two areas of land as a boundary, or around a garden, field, etc. to keep animals in, or to keep people and animals out|/fens/|/fens/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fen/fence/fence__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fen/fence/fence__us_1.mp3|<li class="" htag="li"><span class="x">The two women chatted over the garden fence.</span></li>;<li class="" htag="li"><span class="x">Security guards with dogs patrolled the <span class="cl">perimeter fence</span>.</span></li>;<li class="" htag="li"><span class="x">The footpath was blocked by a <span class="cl">barbed wire fence</span>. </span></li>;<li class="" htag="li"><span class="x">The house was surrounded by a white <span class="cl">picket fence</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fence_1
festival|festival|noun|A1|a series of performances of music, plays, films, etc., usually organized in the same place once a year; a series of public events connected with a particular activity or idea|/ˈfestɪvl/|/ˈfestɪvl/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fes/festi/festival__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fes/festi/festival__us_2.mp3|<li class="" htag="li"><span class="x">a <span class="cl">film/music festival</span></span></li>;<li class="" htag="li"><span class="x">the Edinburgh Festival</span></li>;<li class="" htag="li"><span class="x">the Cannes Film Festival</span></li>;<li class="" htag="li"><span class="x">The pub is holding its <span class="cl">annual</span> beer <span class="cl">festival</span> later this week. </span></li>;<li class="" htag="li"><span class="x">a rock festival <span class="gloss" hclass="gloss" htag="span">(= where bands perform, often outdoors and over a period of several days)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/festival
few_1|few|determiner, adjective|A1|used with plural nouns and a plural verb to mean ‘a small number’, ‘some’|/fjuː/|/fjuː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/few/few__/few__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/few/few__/few__us_1.mp3|<li class="" htag="li"><span class="x">We've had a few replies.</span></li>;<li class="" htag="li"><span class="x">I need a few things from the store.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Quite a few</span> people are going to arrive early.</span></li>;<li class="" htag="li"><span class="x">I try to visit my parents <span class="cl">every few weeks</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/few_1
few_1|few|determiner, adjective|A1|used with plural nouns and a plural verb to mean ‘a small number’, ‘some’|/fjuː/|/fjuː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/few/few__/few__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/few/few__/few__us_1.mp3|<li class="" htag="li"><span class="x">We've had a few replies.</span></li>;<li class="" htag="li"><span class="x">I need a few things from the store.</span></li>;<li class="" htag="li"><span class="x"><span class="cl">Quite a few</span> people are going to arrive early.</span></li>;<li class="" htag="li"><span class="x">I try to visit my parents <span class="cl">every few weeks</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/few_1
few_2|few|pronoun|A1|a small number of people, things or places; some|/fjuː/|/fjuː/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/few/few__/few__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/few/few__/few__us_1.mp3|<li class="" htag="li"><span class="x">I recognized a few of the other people.</span></li>;<li class="" htag="li"><span class="x">I've seen most of his movies. Only a few are as good as his first one.</span></li>;<li class="" htag="li"><span class="x">Could you give me a few more details?</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/few_2
fiction|fiction|noun|A2|a type of literature that describes imaginary people and events, not real ones|/ˈfɪkʃn/|/ˈfɪkʃn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fic/ficti/fiction__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fic/ficti/fiction__us_2.mp3|<li class="" htag="li"><span class="x">a <span class="cl">work of </span>popular <span class="cl">fiction</span></span></li>;<li class="" htag="li"><span class="x">historical/romantic/crime fiction</span></li>;<li class="" htag="li"><span class="x">to write/read fiction</span></li>;<li class="" htag="li"><span class="x">a crime <span class="cl">fiction writer</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fiction
field_1|field|noun|A2|an area of land in the country used for growing crops or keeping animals in, usually surrounded by a fence, etc.|/fiːld/|/fiːld/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fie/field/field__gb_3.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fie/field/field__us_1.mp3|<li class="" htag="li"><span class="x">We had to walk across a ploughed field.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">in a field</span> <span class="x">We camped in a field near the village.</span></li>;<li class="" htag="li"><span class="x">People were working in the fields.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">field of something</span> <span class="x">We saw golden fields of wheat.</span></li>;<li class="" htag="li"><span class="x">He planted a field of beans.</span></li>;<li class="" htag="li"><span class="x">a <span class="cl">rice/wheat field</span></span></li>;<li class="" htag="li"><span class="x">The house overlooks the sugar cane fields.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/field_1
fifteen|fifteen|number|A1|15|/ˌfɪfˈtiːn/|/ˌfɪfˈtiːn/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fif/fifte/fifteen__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fif/fifte/fifteen__us_3.mp3|<li class="" htag="li"><span class="x">He's in the first fifteen.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fifteen
fifth_1|fifth|ordinal number|A1|5th|/fɪfθ/|/fɪfθ/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fif/fifth/fifth__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fif/fifth/fifth__us_1.mp3|<li class="" htag="li"><span class="x">Today is the fifth (of May).</span></li>;<li class="" htag="li"><span class="x">the fifth century BC</span></li>;<li class="" htag="li"><span class="x">It's her fifth birthday.</span></li>;<li class="" htag="li"><span class="x">My office is on the fifth floor.</span></li>;<li class="" htag="li"><span class="x">It's the fifth time that I've been to America.</span></li>;<li class="" htag="li"><span class="x">Her mother had just given birth to another child, her fifth.</span></li>;<li class="" htag="li"><span class="x">the world’s fifth-largest oil exporter</span></li>;<li class="" htag="li"><span class="x">He finished fifth in the race.</span></li>;<li class="" htag="li"><span class="x">Edward V <span class="gloss" hclass="gloss" htag="span">(= Edward the Fifth)</span></span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fifth_1
fifty|fifty|number|A1|50|/ˈfɪfti/|/ˈfɪfti/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/f/fif/fifty/fifty__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/f/fif/fifty/fifty__us_2.mp3|<li class="" htag="li"><span class="x">She was born in the fifties.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/fifty
