a_1|a|indefinite article|A1|used before countable or singular nouns referring to people or things that have not already been mentioned|/ə/|/ə/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/a/a__/a__gb/a__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/a/a__/a__us/a__us_2_rr.mp3|<li class="" htag="li"><span class="x">a man/horse/unit</span></li>;<li class="" htag="li"><span class="x">an aunt/egg/hour/X-ray</span></li>;<li class="" htag="li"><span class="x">I can only carry two at a time.</span></li>;<li class="" htag="li"><span class="x">There's a visitor for you.</span></li>;<li class="" htag="li"><span class="x">She's a friend of my father's <span class="gloss" hclass="gloss" htag="span">(= one of my father's friends)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/a_1
injury|injury|noun|A2|harm done to a person’s or an animal’s body, for example in an accident|/ˈɪndʒəri/|/ˈɪndʒəri/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inj/injur/injury__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/inj/injur/injury__us_1.mp3|<li class="" htag="li"><span class="x">Two people <span class="cl">sustained minor injuries</span>.</span></li>;<li class="" htag="li"><span class="x">One of the girls <span class="cl">suffered serious injuries</span>.</span></li>;<li class="" htag="li"><span class="x">He was lucky to <span class="cl">escape injury</span>.</span></li>;<li class="" htag="li"><span class="x">The passengers escaped with only minor injuries.</span></li>;<li class="" htag="li"><span class="x">As a result of the accident, several passengers sustained serious head injuries.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">injury to somebody/something</span> <span class="x">One youth was treated for injuries to his arm.</span></li>;<li class="" htag="li"><span class="x">He died from multiple <span class="cl">injuries caused by</span> the accident.</span></li>;<li class="" htag="li"><span class="x">There were <span class="cl">no injuries</span> in the crash <span class="gloss" hclass="gloss" htag="span">(= no people injured)</span>.</span></li>;<li class="" htag="li"><span class="x">No damage or injuries were reported.</span></li>;<li class="" htag="li"><span class="x">These new guidelines will help save lives and prevent injury.</span></li>;<li class="" htag="li"><span class="x">Taking a few simple precautions will reduce your <span class="cl">risk of injury</span>.</span></li>;<li class="" htag="li"><span class="x">This could result in serious injury or even death.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">because of injury</span> <span class="x">Two players are out of the team because of injury.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(British English, informal)</span> <span class="x">Don't do that. You'll <span class="cl">do yourself an injury</span> <span class="gloss" hclass="gloss" htag="span">(= hurt yourself)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/injury
inner|inner|adjective|B2|inside; towards or close to the centre of a place|/ˈɪnə(r)/|/ˈɪnər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inn/inner/inner__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/inn/inner/inner__us_1.mp3|<li class="" htag="li"><span class="x">an inner courtyard</span></li>;<li class="" htag="li"><span class="x">inner London</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inner
innocent_1|innocent|adjective|B1|not guilty of a crime, etc.; not having done something wrong|/ˈɪnəsnt/|/ˈɪnəsnt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/inn/innoc/innocent__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/inn/innoc/innocent__us_1.mp3|<li class="" htag="li"><span class="x">They have imprisoned an innocent man.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">innocent of something</span> <span class="x">She was found innocent of any crime.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">innocent of doing something</span> <span class="x">I was convinced that he was innocent of taking the money.</span></li>;<li class="" htag="li"><span class="x">He was the <span class="cl">innocent party</span> <span class="gloss" hclass="gloss" htag="span">(= person)</span> in the dispute.</span></li>;<li class="" htag="li"><span class="x">There must be an innocent explanation for her behaviour.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/innocent_1
inquiry|inquiry|noun|B2|an official process to find out the cause of something or to find out information about something|/ɪnˈkwaɪəri/|/ˈɪnkwəri/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/e/enq/enqui/enquiry__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/e/enq/enqui/enquiry__us_3.mp3|<li class="" htag="li"><span class="x">a murder inquiry </span></li>;<li class="" htag="li"><span class="cf" hclass="cf" htag="span">inquiry into something</span> <span class="x">a <span class="cl">public inquiry</span> into the environmental effects of the proposed new road</span></li>;<li class="" htag="li"><span class="x">to <span class="cl">hold/conduct/launch an inquiry</span> into the affair</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inquiry
insect|insect|noun|A2|any small creature with six legs and a body divided into three parts. Insects usually also have wings. Ants, bees and flies are all insects.|/ˈɪnsekt/|/ˈɪnsekt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insec/insect__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insec/insect__us_1.mp3|<li class="" htag="li"><span class="x">Most birds spend most of the day eating insects.</span></li>;<li class="" htag="li"><span class="x">There are about 30 million species of insects in the world.</span></li>;<li class="" htag="li"><span class="x">insect species</span></li>;<li class="" htag="li"><span class="x"><span class="cl">insect repellent</span> <span class="gloss" hclass="gloss" htag="span">(= a chemical that keeps insects away)</span></span></li>;<li class="" htag="li"><span class="x">an insect bite</span></li>;<li class="" htag="li"><span class="x">The pesticide is lethal to all insect life.</span></li>;<li class="" htag="li"><span class="x">methods to ensure the plants are as free of disease and insect pests as possible</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/insect
inside_4|inside|adjective|A2|forming the inner part of something; not on the outside|/ˈɪnsaɪd/|/ˈɪnsaɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insid/inside__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insid/inside__us_4_rr.mp3|<li class="" htag="li"><span class="x">the inside pages of a newspaper</span></li>;<li class="" htag="li"><span class="x">an inside pocket</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(British English)</span> <span class="x">I was driving in the <span class="cl">inside lane</span> <span class="gloss" hclass="gloss" htag="span">(= the part nearest the edge, not the middle of the road)</span>.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inside_4
inside_2|inside|adverb|A2|on or to the inside|/ˌɪnˈsaɪd/|/ˌɪnˈsaɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insid/inside__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insid/inside__us_5.mp3|<li class="" htag="li"><span class="x">She shook it to make sure there was nothing inside.</span></li>;<li class="" htag="li"><span class="x">He <span class="cl">went inside</span> <span class="gloss" hclass="gloss" htag="span">(= indoors)</span> to get his car keys.</span></li>;<li class="" htag="li"><span class="x">‘<span class="cl">Get inside</span>!’ he said and closed the door.</span></li>;<li class="" htag="li"><span class="x">We had to move inside <span class="gloss" hclass="gloss" htag="span">(= indoors)</span> when it started to rain.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">I pretended not to care but I was screaming inside.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inside_2
inside_3|inside|noun|A2|the inner part, side or surface of something|/ˌɪnˈsaɪd/|/ˌɪnˈsaɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insid/inside__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insid/inside__us_5.mp3|<li class="" htag="li"><span class="x">The inside of the box was blue.</span></li>;<li class="" htag="li"><span class="x">the insides of the windows</span></li>;<li class="" htag="li"><span class="x">The cake has a slight crust while the inside is soft and moist.</span></li>;<li class="" htag="li"><span class="x"> PVC is used in dishwashers for lining the inside.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">from the inside</span> <span class="x">The door was locked from the inside.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">on the inside</span> <span class="x">The shell is smooth on the inside.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inside_3
inside_1|inside|preposition|A2|on or to the inner part of something/somebody; within something/somebody|/ˌɪnˈsaɪd/|/ˌɪnˈsaɪd/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insid/inside__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insid/inside__us_5.mp3|<li class="" htag="li"><span class="x">Go inside the house.</span></li>;<li class="" htag="li"><span class="x">Inside the box was a gold watch.</span></li>;<li class="" htag="li"><span class="x">For years we had little knowledge of what life was like inside China.</span></li>;<li class="" htag="li"><span class="x">You'll feel better with a good meal inside you.</span></li>;<li class="" htag="li"> <span class="labels" hclass="labels" htag="span">(figurative)</span> <span class="x">Inside most of us is a small child screaming for attention.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inside_1
insight|insight|noun|B2|an understanding of what something is like|/ˈɪnsaɪt/|/ˈɪnsaɪt/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insig/insight__gb_2.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insig/insight__us_1.mp3|<li class="" htag="li"><span class="x">There are many <span class="cl">valuable insights</span> in her book.</span></li>;<li class="" htag="li"><span class="x">His work <span class="cl">offers</span> several useful <span class="cl">insights</span>.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">insight into something</span> <span class="x">The book <span class="cl">gives</span> us fascinating <span class="cl">insights</span> into life in Mexico.</span></li>;<li class="" htag="li"><span class="x">I hope you have <span class="cl">gained</span> some <span class="cl">insight</span> into the difficulties we face.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">insight on something</span> <span class="x">She has some interesting insights on the principles that have guided US foreign policy.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">insight about something</span> <span class="x">The book <span class="cl">provides</span> important <span class="cl">insights</span> about the doctor-patient relationship.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/insight
insist|insist|verb|B2|to demand that something happen or that somebody agree to do something|/ɪnˈsɪst/|/ɪnˈsɪst/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/insis/insist__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/insis/insist__us_1.mp3|<li class="" htag="li"><span class="x">I didn't really want to go but he insisted.</span></li>;<li class="" htag="li"><span class="x">Stay and have lunch. I insist!</span></li>;<li class="" htag="li"><span class="x">‘Please come with us.’ ‘Very well then, <span class="cl">if you insist</span>.’</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/insist
inspire|inspire|verb|B2|to give somebody the desire, confidence or enthusiasm to do something well|/ɪnˈspaɪə(r)/|/ɪnˈspaɪər/|https://www.oxfordlearnersdictionaries.com/media/english/uk_pron/i/ins/inspi/inspire__gb_1.mp3|https://www.oxfordlearnersdictionaries.com/media/english/us_pron/i/ins/inspi/inspire__us_4.mp3|<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">inspire somebody</span> <span class="x">The actors' enthusiasm inspired the kids.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">inspire somebody with something</span> <span class="x">The actors inspired the kids with their enthusiasm.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">inspire somebody to something</span> <span class="x">His superb play inspired the team to a thrilling 5–0 win.</span></li>;<li class="" htag="li"> <span class="cf" hclass="cf" htag="span">inspire somebody to do something</span> <span class="x">By visiting schools, the actors hope to inspire children to put on their own productions.</span></li>|https://www.oxfordlearnersdictionaries.com/definition/english/inspire
